plant,signal_description,device_description,device_uuid,signal_uuid
Vallhermoso,intensitat,stringbox_SCB16,51334c46-806b-40cd-8eb5-9cade637ba32,1a1939c4-2a16-45cc-a5b3-d29221ea9cb7
Vallhermoso,intensitat,stringbox_SCB17,5f3b5c57-2362-48de-a46d-a73e52415243,88773d90-6c40-4730-b1d5-9449e2a397f2
Vallhermoso,comunicacio_ok,inverter1,f330dd4b-f5c0-423d-bcb7-8dc0eed04edf,7c96a45a-2e0c-4df9-a5aa-672ce23c4dd7
Vallhermoso,potencia_alterna_R,inverter2,59076419-4c39-4670-b110-bc4404b355ad,47bad68a-17a7-4b83-9c97-f3c00102dee9
Vallhermoso,potencia_alterna_S,inverter2,59076419-4c39-4670-b110-bc4404b355ad,f1b96a2b-bb6b-4d46-990a-2f50cad06f3c
Vallhermoso,potencia_alterna_T,inverter2,59076419-4c39-4670-b110-bc4404b355ad,a5f068d4-f6da-47ab-a67d-d364fa90c7b2
Vallhermoso,energia,inverter2,59076419-4c39-4670-b110-bc4404b355ad,2c1e61db-4bf5-44d2-baa6-d91f52c5fef8
Vallhermoso,temperatura_mitjana,inverter2,59076419-4c39-4670-b110-bc4404b355ad,3ef16490-efcb-46a1-aec8-70d0a9e2898e
Vallhermoso,intensitat,stringbox_SCB21,32d8d43f-637e-436d-95c3-7b8e1e51fc7f,bf9f1b91-235c-4c61-b8ac-74456cec0291
Vallhermoso,intensitat,stringbox_SCB22,20aa91fe-a696-45fc-a85d-458bd53e3602,b32c6b1f-4b04-4240-9780-5a9f25c0d25d
Vallhermoso,intensitat,stringbox_SCB23,39e4f880-3def-4a25-a055-364e8c790b85,4e07ac28-1fd9-4dd6-b284-fa9df85dce78
Vallhermoso,intensitat,stringbox_SCB24,6af0bee9-929a-4fec-a19a-8fd74bedf63f,9305bffd-4ec7-433a-a72d-a0619a51adaa
Vallhermoso,intensitat,stringbox_SCB25,c607124a-ace4-4bfc-9cf7-b979a685f3aa,89c2e4d1-c93b-4717-9ce7-f2a9a866bb43
Vallhermoso,intensitat,stringbox_SCB26,58781ea6-51db-49f7-8bad-2126a38dbec8,588cb038-5c9f-45ec-8897-1fe4e8ef4e5f
Vallhermoso,intensitat,stringbox_SCB27,6bff2b32-2167-4110-b032-eb603c10efa0,14a0481e-af74-48cc-96c8-8031edd65557
Vallhermoso,comunicacio_ok,inverter2,59076419-4c39-4670-b110-bc4404b355ad,37a3324c-3933-4495-a7c2-28bf0e012bed
Vallhermoso,potencia_alterna_R,inverter3,5c08a7c7-003f-46f2-96c5-616d837e9395,47c35967-bde5-483f-846e-02395be87259
Vallhermoso,potencia_alterna_S,inverter3,5c08a7c7-003f-46f2-96c5-616d837e9395,7ac8a1c6-fe7a-4dc8-84a6-16d7b1f3eece
Vallhermoso,potencia_alterna_T,inverter3,5c08a7c7-003f-46f2-96c5-616d837e9395,25eac7c9-6f0e-4108-920b-883befc6732e
Vallhermoso,energia,inverter3,5c08a7c7-003f-46f2-96c5-616d837e9395,fa340fd5-2993-4dd0-ab43-0b4be1055ad1
Vallhermoso,temperatura_mitjana,inverter3,5c08a7c7-003f-46f2-96c5-616d837e9395,362f300a-73dd-4d96-b047-534f89b4a94c
Vallhermoso,intensitat,stringbox_SCB31,76625d1f-c46f-464c-a3dd-6e2d98ae006e,cb268086-1fd0-45c0-bc90-c26a76adaaf4
Vallhermoso,intensitat,stringbox_SCB32,5df081d7-6e08-4ae1-b23e-ddd95e29d38f,97a00266-d6f0-4eba-86a5-cf627f28c93e
Vallhermoso,intensitat,stringbox_SCB33,61254ae7-1e11-424b-a042-47102a3dbf5a,0faf3334-1bd8-4f52-af07-a24c397f060d
Vallhermoso,intensitat,stringbox_SCB34,94d8ee98-2230-4df5-abb5-bd20a1cd97e4,79da6488-6374-411a-99f0-e8ce5f30ec71
Vallhermoso,intensitat,stringbox_SCB35,ccf9b796-e8c8-4ac0-8ff7-564a4a9d821c,fb24aaaf-c0ca-4245-95cd-a90a8fc7b2d9
Vallhermoso,intensitat,stringbox_SCB36,de76dc95-e87d-4f89-9293-59b8bb985c1a,49773e7f-3df9-4802-bdcf-42a3179ec3b5
Vallhermoso,intensitat,stringbox_SCB37,1c095a09-24bc-40e2-b8cc-3aed3f3a7bfd,3a7f1b5d-f25f-4f6d-a7ab-1edd5fd998a3
Vallhermoso,comunicacio_ok,inverter3,647ff90a-9969-44ef-90b0-6c50c00c7985,16ef22b7-7cd8-48c5-b4c8-f824fb3c9be3
Vallhermoso,potencia_alterna_R,inverter4,8a2360ce-6510-401a-95b0-1589118fa8e7,fa782a61-9076-4471-9852-8f6e312c948b
Vallhermoso,potencia_alterna_S,inverter4,8a2360ce-6510-401a-95b0-1589118fa8e7,b5b45833-dcca-4a87-b460-cb96e9382835
Vallhermoso,potencia_alterna_T,inverter4,8a2360ce-6510-401a-95b0-1589118fa8e7,a9a88410-44ae-481b-8add-1c960cac77f4
Vallhermoso,energia,inverter4,8a2360ce-6510-401a-95b0-1589118fa8e7,c8786d1d-d642-46f1-b213-14b2e4638384
Vallhermoso,temperatura_mitjana,inverter4,8a2360ce-6510-401a-95b0-1589118fa8e7,de3a15e3-545e-47ad-bb29-062612d79131
Vallhermoso,intensitat,stringbox_SCB41,078128d1-3f4e-4174-b602-6a94e95a7d88,077bd4ff-500a-4326-b9d3-ae20067c8d22
Vallhermoso,intensitat,stringbox_SCB42,79cb73e8-ae83-48af-b0f4-a9d6da90967b,4da6e052-7ead-49aa-91d0-980b07ab921a
Vallhermoso,intensitat,stringbox_SCB43,80f1eebd-5b81-4602-be87-d6b572a46120,5dc2a969-63e9-41a3-b4bb-bf5213503163
Vallhermoso,intensitat,stringbox_SCB44,a587da8c-3751-4ac8-a1bd-604848965706,b6b13a2e-c078-41b8-8790-827370d0a113
Vallhermoso,intensitat,stringbox_SCB45,c0f60d27-ce7b-4050-b510-81dacc9999a0,bba3af3b-37c8-4b34-a8ff-80e62a8de6f0
Vallhermoso,intensitat,stringbox_SCB46,9d5accdd-c810-46b5-8994-c21e95e67f42,354fe3e0-0109-4bec-85ff-b7646cb6c789
Vallhermoso,intensitat,stringbox_SCB47,41c1dc8b-fe58-4cb8-adff-c77642f4fe5e,2a525ec7-9099-43d3-93d9-bac3a63ed7ea
Vallhermoso,comunicacio_ok,inverter4,8a2360ce-6510-401a-95b0-1589118fa8e7,2fd4c2bf-03f2-4a45-9307-d55afdaaf7c3
Vallhermoso,temperatura_panell,estacio_meteorologica1,61cb4680-dd43-4185-b9b4-5b758d406a2e,c63eb046-837b-4b8b-88b1-d5341ce26d49
Vallhermoso,irradiacio_sonda,estacio_meteorologica1,61cb4680-dd43-4185-b9b4-5b758d406a2e,dff72769-216f-4e23-bcef-90f46debd183
Vallhermoso,temperatura_ambient,estacio_meteorologica1,61cb4680-dd43-4185-b9b4-5b758d406a2e,22c2f4dc-6f02-4596-bb23-4c72c88a52e5
Vallhermoso,comunicacio_ok,estacio_meteorologica1,61cb4680-dd43-4185-b9b4-5b758d406a2e,db3a81db-5012-4627-a530-9d40ccb39da9
Asomada,energia_exportada,meter,c5ed9fab-e73c-40a5-acb3-113e22052fd6,f78b1a04-3458-44f3-8b1c-bbad1afc41ef
Asomada,energia_importada,meter,c5ed9fab-e73c-40a5-acb3-113e22052fd6,191957b2-2b63-4914-8919-5282ce56fb87
Asomada,energia_reactiva_Q1,meter,c5ed9fab-e73c-40a5-acb3-113e22052fd6,fc30e8e8-bae2-4771-9b5b-0f0c3e02ade4
Asomada,energia_reactiva_Q2,meter,c5ed9fab-e73c-40a5-acb3-113e22052fd6,fa4f7b6d-f71e-42d3-a693-ca4b30e0a8f5
Asomada,energia_reactiva_Q3,meter,c5ed9fab-e73c-40a5-acb3-113e22052fd6,59699634-ffc5-478c-9eae-6af27a6b9c23
Asomada,energia_reactiva_Q4,meter,c5ed9fab-e73c-40a5-acb3-113e22052fd6,483f2e6f-e99d-455c-b31a-d5b897e7462e
Asomada,Vr_MT,meter,c5ed9fab-e73c-40a5-acb3-113e22052fd6,0af1ee28-3a28-48b2-ac8d-502eb4faa60b
Asomada,Vs_MT,meter,c5ed9fab-e73c-40a5-acb3-113e22052fd6,8bb0277c-ccf2-41b1-ab0c-81a5e99e5474
Asomada,Vt_MT,meter,c5ed9fab-e73c-40a5-acb3-113e22052fd6,dd065f6a-4ded-41a8-98d3-ba239f9a2a47
Asomada,comunicacio_ok,meter,c5ed9fab-e73c-40a5-acb3-113e22052fd6,3893ca3f-14d4-469f-9441-02e89310646d
Asomada,potencia_activa,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,081c3324-9f77-46ff-a6cf-6472f2f215a9
Asomada,Vdc,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,d9c3c3aa-0ba1-41e8-b54d-468f80076dd6
Asomada,Idc,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,c33b39f0-117f-4d25-8d4d-21bf239043bd
Asomada,frequencia,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,68cdecdd-b60a-405c-b9bd-1a4c34b3355e
Asomada,Ir_BT,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,ef139b65-58fb-4286-85c9-a24105e4edc6
Asomada,Is_BT,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,37fd2f48-0c69-4182-aada-506697deea65
Asomada,It_BT,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,aaaf2017-f217-449c-85fa-744aaed67ba6
Asomada,Vr_BT,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,11224649-b9c8-4321-b6d7-d4bcdb1a5a70
Asomada,Vs_BT,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,ac9f08fe-9574-4b59-83d1-52f31091a5bb
Asomada,Vt_BT,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,eb30f552-33df-46e4-b39b-c4d06eab221d
Asomada,energia,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,155386cd-b902-48d4-a6ae-99f8c7b57fa9
Asomada,energia_total,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,836ea7e2-7cae-4c60-b641-5653d0da95bc
Asomada,temperatura_placa_electronica,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,4807d7f9-0c47-4614-b755-6911364cc375
Asomada,intensitat,string1,9cee77e9-5700-44b3-aa90-c5b087d3d187,17b27139-a9f0-4d05-8a27-911eae74ef1b
Asomada,intensitat,string2,7177f151-854b-49a7-a8ca-f7ad3ccaa977,7d2ab0e2-3f75-4d49-b137-018e0407eb07
Asomada,intensitat,string3,49f4d343-3351-41e4-bb5d-586264937db3,234656d1-388c-4c79-aa4b-c4c59ec1c8cc
Asomada,intensitat,string4,137e3c6f-6ede-47ad-bcd0-9128876fb898,84eb8f25-899b-4987-bd5c-483da26aa397
Asomada,intensitat,string5,3814ed5d-876d-45e4-a9a7-91a2fb4f29e2,ac8e21db-0168-4822-be66-dc9006d93397
Asomada,intensitat,string6,d758b63a-262f-4e70-bebf-55b1b3c173b9,57359703-3f75-4d4b-ba85-c1c76e65854e
Asomada,intensitat,string7,8c840834-468c-4ce8-bc38-9abd61226907,61753c62-ec61-4e6d-9936-46e2f01e46a0
Asomada,intensitat,string8,417748b4-1a66-4714-934c-61a0f43109d3,7f0a3f9e-09f5-4132-bf66-ce46fc345c55
Asomada,intensitat,string9,a957d4ba-3fa5-4168-bef0-9e2fbc18fa07,1e6ecf42-edb9-4dd2-ab72-21bebb053dfd
Asomada,intensitat,string10,95e9961a-74e2-49cb-bd57-3878f8f1fa15,ae5ff12d-511e-477d-b09b-2e900a1ecaec
Asomada,intensitat,string11,db6e84b2-0f99-4369-bd90-0bfbe804de6c,55e21cda-d478-4ff4-9070-77ea66a0934d
Asomada,intensitat,string12,083ade2d-c5a8-4866-9fa0-10f542f76c8b,761744b0-fed7-4254-a1ed-4b604933dcf9
Asomada,intensitat,string13,913edec2-2470-4cf7-a954-11e2ebe3df87,ca67b11d-c30e-4eea-9542-4c6d7606936c
Asomada,intensitat,string14,f97340c2-db50-4d6d-8cf5-e6e5908e4bb1,9dadda3a-4b21-42e5-82ca-896da6e6abcd
Asomada,intensitat,string15,f20c32f2-6e6e-4608-9f18-798366a4b339,392a7ce2-3a22-4602-a9c8-4113bcfe4679
Asomada,intensitat,string16,f5ce2f60-bf89-4cf3-bd01-643b8b2e5e7c,1c1732cb-0568-4d07-8fea-1717a5a7f1cc
Asomada,intensitat,string17,01bba2d2-d6c0-46c4-b303-9beb7ac3de5f,d3c660fd-e47d-465d-ae8e-caef4a358d81
Asomada,intensitat,string18,a0a5fe3d-8cf3-45ba-ae22-00be0850edc2,a6d47254-cc28-42c4-ab45-d00d536d0652
Asomada,intensitat,string19,26a640d4-a557-4011-a766-06fe821535a9,edf68a72-e88d-4520-9354-79957ddd7d62
Asomada,intensitat,string20,fbdf7521-ac38-47c6-870e-26bd7ae31125,d5ed0d95-8a98-4acb-8d1b-93e9dd154775
Asomada,intensitat,string21,93ea61ee-2cf7-4bd8-9cd2-74280893e780,e46f0d3a-c95a-4bd4-a3fe-dc9dd2809d85
Asomada,intensitat,string22,a544e7de-00c0-4c4b-8fdc-79f3700b8137,3d9512b6-7f7f-489f-9a38-970bcc709854
Asomada,Idc_modul_1,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,db49fac0-10eb-44db-8ae3-d8d42c86adc0
Asomada,Vdc_modul_1,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,2cca02ab-dadb-4642-a15e-74b78705e142
Asomada,temperatura_mitjana_modul_1,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,7b656129-a183-41e7-83e8-6b03e1f429d5
Asomada,Idc_modul_2,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,592e8998-1f55-4599-bdd6-120b53f35e4a
Asomada,Vdc_modul_2,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,a75dad83-ba01-4f44-9ca6-a83be8f5fce9
Asomada,temperatura_mitjana_modul_2,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,47c2f1c1-3ce6-47af-a801-2ddef4d08a25
Asomada,Idc_modul_3,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,d09f14b2-74e1-470e-8aa9-a4c7a27c35d7
Asomada,Vdc_modul_3,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,0d45bc0e-a95c-44db-b2d6-bcd944702519
Asomada,temperatura_mitjana_modul_3,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,d59ff51a-8f1b-4c7a-897f-7a18704c5748
Asomada,comunicacio_ok,inverter1,fa28cd1b-d582-4162-b02f-c43eb8b94d23,0a41d125-8c3c-4301-9a1f-8183a7533f20
Asomada,radiacio_sonda_neta,sensor1,7ff6f43b-1349-43ad-af5a-3952e1d7311d,dcbf93aa-eff3-4277-bf76-6dbda10ecb8e
Asomada,radiacio_sonda_bruta,sensor1,7ff6f43b-1349-43ad-af5a-3952e1d7311d,38c5b7be-fdd6-4e84-956e-cebd64f8e254
Asomada,radiacio_mitja,sensor1,7ff6f43b-1349-43ad-af5a-3952e1d7311d,ab8a48f9-faee-4e78-9121-c4f82a546047
Asomada,temperatura_ambient,sensor1,7ff6f43b-1349-43ad-af5a-3952e1d7311d,aeba40db-5646-48fb-aba1-624dcba18233
Asomada,temperatura_panell,sensor1,7ff6f43b-1349-43ad-af5a-3952e1d7311d,e894d976-5377-4503-8362-a4ec4b55876a
Asomada,comunicacio ok,sensor1,7ff6f43b-1349-43ad-af5a-3952e1d7311d,48bdb569-329b-4f8b-b774-be963cb717f2
